artist,role,text
Drake,rapper,"On June 4, Drake made an appearance on the second verse of the social media personality Snowd4y's ""Wah Gwan Delilah"", a parody inspired by the 2006 Plain White T's hit, ""Hey There Delilah"". On August 2, Drake appeared as an unannounced guest at the Toronto stop on PartyNextDoor's tour and following his performance, he announced a collaborative album with PartyNextDoor. On August 4, through the OVO Sound Instagram page, a picture of Drake and PartyNextDoor captioned ""Hometown Love"" was posted, which indicated the album's release. On August 6, Drake released three songs, all part of his sixth extended play 100 Gigs: ""It's Up"" featuring 21 Savage and Young Thug, ""Blue Green Red"", and ""Housekeeping Knows"" featuring Latto. The songs were eventually released on streaming services by the end of that month, alongside the songs ""No Face"" and ""Circadian Rhythm"", although, ""Blue Green Red"" was removed from streaming services due to sample clearance issues."
Drake,rapper,=== 2025–present: Some Sexy Songs 4 U ===
Drake,rapper, 
Drake,rapper,"On January 3, 2025, producer Conductor Williams posted the Drake freestyle ""Fighting Irish"" on YouTube, but it was quickly removed. The track was interpreted to contain diss references towards LeBron James, with the title possibly being a reference to James' high school mascot. On February 3, Drake announced Some Sexy Songs 4 U, a collaborative album with PartyNextDoor, which was released on February 14."
Drake,rapper,== Artistry ==
Drake,rapper,=== Influences ===
Drake,rapper,"Drake has cited several hip-hop artists as influencing his rapping style, including Kanye West, Jay-Z, MF Doom, and Lil Wayne, while also attributing various R&B artists as influential to the incorporation of the genre into his own music, including Aaliyah and Usher. Drake has also credited several dancehall artists for later influencing his Caribbean-inflected style, including Vybz Kartel, whom he has called one of his ""biggest inspirations""."
Drake,rapper,=== Musical style ===
Drake,rapper,"Drake is considered to be a pop rap artist. While Drake's earlier music primarily spanned hip-hop and R&B, his music has delved into pop and trap since the albums Nothing Was the Same (2013) and Views (2016). Additionally, his music has drawn influence from regional scenes, including Jamaican dancehall and UK drill. Drake is known for his egotistical lyrics, technical ability, and integration of personal backstory when dealing with relationships with women. His vocal abilities have been lauded for an audible contrast between typical hip-hop beats and melody, with sometimes abrasive rapping coupled with softer accents, delivered on technical lyricism."
Drake,rapper,"His songs often include audible changes in lyrical pronunciation in parallel with his upbringing in Toronto, and connections with Caribbean and Middle Eastern countries which include such phrases as ""ting"", ""touching road"", ""talkin' boasy"" and ""gwanin' wassy"". Most of his songs contain R&B and Canadian hip-hop elements, and he combines rapping with singing. He credits his father with the introduction of singing into his rap mixtapes, which have become a staple in his musical repertoire. His incorporation of melody into technically complex lyrics was supported by Lil Wayne, and has subsequently been a critical component to Drake's singles and albums. Drake's style of R&B is characterized by vacant beats and a rap-sung dichotomy, which has also seen incredible mainstream success, spawning several imitators."
Drake,rapper,"The lyrical content that Drake deploys is typically considered to be emotional or boastful. However, Drake is often revered for incorporating ""degrading"" themes of money, drug use, and women into newer, idealized contexts, often achieving this through his augmentation of the typical meaning of phrases in which he combines an objective and subjective perspective into one vocal delivery. His songs often maintain tension between ""pause and pace, tone timbre, and volume and vocal fermata."" Drake is credited with innovating what has been referred to as ""hyper-reality rap"", characterized by its focus on themes of celebrity as distinct from the ""real world."""
Drake,rapper,== Public image ==
Drake,rapper,"Drake's lyrical subject matter, which often revolves around relationships, have had widespread use on social media through photo captions to reference emotions or personal situations. However, this content has incited mixed reception from fans and critics, with some deeming him as sensitive and inauthentic, traits perceived as antithetical to traditional hip-hop culture. He is also known for his large and extravagant lifestyle, including for high-end themed birthday parties; he maintained this image in his early career by renting a Rolls-Royce Phantom, which he was eventually gifted in 2021. He cultivated a reputation as a successful gambler; between December 2021 and February 2022, he was reported to have made bets of over $1 billion, which included winnings ranging between $354,000 and $7 million, however some of the forms of gambling he promotes, such as roulette, have negative expected values."
Drake,rapper,"The Washington Post editor Maura Judkis credits Drake for popularizing the phrase ""YOLO"" in the United States with his single ""The Motto"", which stands for, ""You only live once."" Drake later popularized the term ""The Six"" in 2015 in relation to his hometown Toronto, subsequently becoming a point of reference to the city. June 10 was declared ""Drake Day"" in Houston. In 2016, Drake visited Drake University after a show in Des Moines in response to an extensive social media campaign by students that began in 2009, advocating for his appearance. According to a report from Confused.com, Drake's Toronto home was one of the most Googled homes in the world, recording over a million annual searches in 2021; its features, such as its NBA-size indoor basketball court and Kohler Numi toilet, have also received widespread media attention."
Drake,rapper,"The music video for ""Hotline Bling"" went viral due to Drake's eccentric dance moves. The video has been remixed, memed, and was heavily commented on due to the unconventional nature on the song, causing it to gain popularity on YouTube, and spawning several parodies. Drake has also been critiqued for his expensive, product placement-heavy attire, exemplified by the video for ""Hotline Bling"". Drake modelled a $1,500 Moncler Puffer Jacket, a $400 Acne Studios turtleneck, and limited edition Timberland 6"" Classic Boots. He was labeled by GQ magazine as ""[one of] the most stylish men alive""; during promotion for Certified Lover Boy, Drake debuted a ""heart haircut"", which became popular and widely imitated. Writing for GQ, Anish Patel noted Drake's consistent incorporation of styles and themes not typically associated with hip-hop, such as wearing gorpcore in the music video for his song ""Sticky"". Since 2016 Drake has been noted for an alleged ""Drake curse"", an internet meme based on the incidents where he appears to be support of particular sports team or person, just for that team or person to lose, often against the odds."
Drake,rapper,"In 2016, Drake discussed the shooting of Alton Sterling, publishing an open letter expressing his concern for the safety of ethnic minorities against police brutality in the United States. In 2021, he joined a group of Canadian musicians to work with the Songwriters Association of Canada (SAC) to lobby Prime Minister Justin Trudeau to restructure the country's copyright law to allow artists and their families to regain ownership of copyrights during their lifetime. He also campaigned for the expansion of a Women's National Basketball Association (WNBA) franchise in Toronto, and headlined a benefit concert at the Los Angeles Memorial Coliseum with Kanye West on December 9, 2021, to raise clemency for Larry Hoover, although his solo performance was later removed from the Prime Video replay. On Christmas 2021, Drake gave away money to individuals in Toronto. In October 2023, he signed a letter calling for a ceasefire in the Israel–Hamas war."
