annual_inc,issue_d
125000,2018-03-01
41800,2018-03-01
106000,2018-03-01
72800,2018-03-01
450000,2018-03-01
110000,2018-03-01
32000,2018-03-01
50000,2018-03-01
181000,2018-03-01
36000,2018-03-01
50000,2018-03-01
52600,2018-03-01
87000,2018-03-01
39000,2018-03-01
34000,2018-03-01
35000,2018-03-01
36000,2018-03-01
71468,2018-03-01
83000,2018-03-01
16563,2018-03-01
27976,2018-03-01
98000,2018-03-01
48000,2018-03-01
102293,2018-03-01
60000,2018-03-01
67000,2018-03-01
25000,2018-03-01
45000,2018-03-01
100000,2018-03-01
37000,2018-03-01
120000,2018-03-01
62000,2018-03-01
56000,2018-03-01
50000,2018-03-01
45000,2018-03-01
70000,2018-03-01
51000,2018-03-01
54000,2018-03-01
49400,2018-03-01
32000,2018-03-01
120000,2018-03-01
27000,2018-03-01
75000,2018-03-01
73000,2018-03-01
80000,2018-03-01
59000,2018-03-01
50000,2018-03-01
330000,2018-03-01
70000,2018-03-01
10000,2018-03-01
150000,2018-03-01
52405,2018-03-01
33000,2018-03-01
840000,2018-03-01
36000,2018-03-01
50000,2018-03-01
35830,2018-03-01
32000,2018-03-01
32400,2018-03-01
45554,2018-03-01
14928,2018-03-01
77000,2018-03-01
50000,2018-03-01
42000,2018-03-01
85000,2018-03-01
514000,2018-03-01
98000,2018-03-01
55182,2018-03-01
70000,2018-03-01
35000,2018-03-01
40000,2018-03-01
37000,2018-03-01
100000,2018-03-01
7500,2018-03-01
65000,2018-03-01
24000,2018-03-01
135000,2018-03-01
22100,2018-03-01
120000,2018-03-01
92000,2018-03-01
40000,2018-03-01
26000,2018-03-01
52000,2018-03-01
65000,2018-03-01
36500,2018-03-01
53000,2018-03-01
39624,2018-03-01
95000,2018-03-01
21000,2018-03-01
62000,2018-03-01
20000,2018-03-01
65000,2018-03-01
41000,2018-03-01
250000,2018-03-01
65000,2018-03-01
27000,2018-03-01
42000,2018-03-01
74000,2018-03-01
35000,2018-03-01
45000,2018-03-01
55000,2018-03-01
32015,2018-03-01
9228,2018-03-01
100000,2018-03-01
21000,2018-03-01
37000,2018-03-01
35000,2018-03-01
70000,2018-03-01
50000,2018-03-01
70000,2018-03-01
26000,2018-03-01
69000,2018-03-01
84000,2018-03-01
104000,2018-03-01
100000,2018-03-01
54000,2018-03-01
87500,2018-03-01
80000,2018-03-01
50000,2018-03-01
152000,2018-03-01
100000,2018-03-01
68000,2018-03-01
21000,2018-03-01
125000,2018-03-01
97000,2018-03-01
57000,2018-03-01
38700,2018-03-01
65000,2018-03-01
22000,2018-03-01
46000,2018-03-01
90000,2018-03-01
193000,2018-03-01
285000,2018-03-01
22294,2018-03-01
107000,2018-03-01
80000,2018-03-01
65000,2018-03-01
91000,2018-03-01
33134.4,2018-03-01
46766.46,2018-03-01
3000000,2018-03-01
100000,2018-03-01
29800,2018-03-01
50000,2018-03-01
54000,2018-03-01
40000,2018-03-01
68000,2018-03-01
85000,2018-03-01
115000,2018-03-01
41000,2018-03-01
57000,2018-03-01
124800,2018-03-01
154000,2018-03-01
30165,2018-03-01
25000,2018-03-01
75000,2018-03-01
45000,2018-03-01
88000,2018-03-01
38000,2018-03-01
22000,2018-03-01
58000,2018-03-01
37000,2018-03-01
32200,2018-03-01
27000,2018-03-01
106000,2018-03-01
54000,2018-03-01
26842,2018-03-01
72581,2018-03-01
100000,2018-03-01
44000,2018-03-01
35000,2018-03-01
40000,2018-03-01
128000,2018-03-01
130000,2018-03-01
107300,2018-03-01
30000,2018-03-01
58800,2018-03-01
99800,2018-03-01
50000,2018-03-01
45000,2018-03-01
64500,2018-03-01
70000,2018-03-01
51000,2018-03-01
25000,2018-03-01
75000,2018-03-01
105000,2018-03-01
65000,2018-03-01
61000,2018-03-01
107221,2018-03-01
50000,2018-03-01
41000,2018-03-01
57500,2018-03-01
72000,2018-03-01
243000,2018-03-01
60000,2018-03-01
113000,2018-03-01
74335,2018-03-01
53000,2018-03-01
45000,2018-03-01
110000,2018-03-01
245000,2018-03-01
48000,2018-03-01
57000,2018-03-01
55000,2018-03-01
74870,2018-03-01
75000,2018-03-01
52000,2018-03-01
11016,2018-03-01
50000,2018-03-01
79000,2018-03-01
30000,2018-03-01
40000,2018-03-01
37500,2018-03-01
200000,2018-03-01
34500,2018-03-01
111800,2018-03-01
45000,2018-03-01
24000,2018-03-01
68000,2018-03-01
50000,2018-03-01
150000,2018-03-01
65000,2018-03-01
42000,2018-03-01
38097,2018-03-01
64000,2018-03-01
40000,2018-03-01
180000,2018-03-01
160000,2018-03-01
75000,2018-03-01
65000,2018-03-01
32000,2018-03-01
135000,2018-03-01
83000,2018-03-01
115000,2018-03-01
25200,2018-03-01
131000,2018-03-01
65000,2018-03-01
62933.64,2018-03-01
38490,2018-03-01
65000,2018-03-01
60000,2018-03-01
56000,2018-03-01
55000,2018-03-01
50000,2018-03-01
75000,2018-03-01
250000,2018-03-01
120000,2018-03-01
160000,2018-03-01
42000,2018-03-01
70065,2018-03-01
108000,2018-03-01
32000,2018-03-01
27500,2018-03-01
72820,2018-03-01
133000,2018-03-01
65800,2018-03-01
45000,2018-03-01
6864,2018-03-01
135000,2018-03-01
17000,2018-03-01
31000,2018-03-01
25000,2018-03-01
41000,2018-03-01
55120,2018-03-01
50000,2018-03-01
22700,2018-03-01
65000,2018-03-01
40000,2018-03-01
115000,2018-03-01
1500000,2018-03-01
70000,2018-03-01
23642,2018-03-01
55000,2018-03-01
88000,2018-03-01
140000,2018-03-01
102000,2018-03-01
44279,2018-03-01
120000,2018-03-01
75000,2018-03-01
26000,2018-03-01
50000,2018-03-01
26000,2018-03-01
0,2018-03-01
105000,2018-03-01
87500,2018-03-01
50000,2018-03-01
73000,2018-03-01
100000,2018-03-01
22000,2018-03-01
50000,2018-03-01
74000,2018-03-01
50000,2018-03-01
70000,2018-03-01
52000,2018-03-01
155000,2018-03-01
25000,2018-03-01
35000,2018-03-01
50000,2018-03-01
90000,2018-03-01
57000,2018-03-01
149000,2018-03-01
97575,2018-03-01
12168,2018-03-01
24000,2018-03-01
150000,2018-03-01
55000,2018-03-01
50000,2018-03-01
60000,2018-03-01
90000,2018-03-01
78000,2018-03-01
49400,2018-03-01
58201,2018-03-01
103000,2018-03-01
90000,2018-03-01
39036,2018-03-01
66100,2018-03-01
24000,2018-03-01
26755,2018-03-01
410000,2018-03-01
51000,2018-03-01
72000,2018-03-01
40400,2018-03-01
45000,2018-03-01
98000,2018-03-01
450000,2018-03-01
64812,2018-03-01
85000,2018-03-01
100000,2018-03-01
7000,2018-03-01
39000,2018-03-01
55000,2018-03-01
52000,2018-03-01
135000,2018-03-01
130000,2018-03-01
42000,2018-03-01
50000,2018-03-01
60000,2018-03-01
70000,2018-03-01
145000,2018-03-01
45000,2018-03-01
59000,2018-03-01
21712,2018-03-01
84790,2018-03-01
16920,2018-03-01
55000,2018-03-01
165000,2018-03-01
38427,2018-03-01
32000,2018-03-01
80000,2018-03-01
54000,2018-03-01
94000,2018-03-01
72625,2018-03-01
100000,2018-03-01
83231,2018-03-01
53000,2018-03-01
66850,2018-03-01
42000,2018-03-01
57000,2018-03-01
45000,2018-03-01
118872,2018-03-01
44000,2018-03-01
30000,2018-03-01
80000,2018-03-01
38000,2018-03-01
27000,2018-03-01
56000,2018-03-01
67000,2018-03-01
45000,2018-03-01
47000,2018-03-01
78000,2018-03-01
65000,2018-03-01
100000,2018-03-01
111000,2018-03-01
100000,2018-03-01
32000,2018-03-01
177000,2018-03-01
70000,2018-03-01
51746,2018-03-01
44000,2018-03-01
145000,2018-03-01
59000,2018-03-01
370000,2018-03-01
22000,2018-03-01
12000,2018-03-01
36000,2018-03-01
56000,2018-03-01
98750,2018-03-01
20000,2018-03-01
68000,2018-03-01
82000,2018-03-01
110000,2018-03-01
6800,2018-03-01
25236,2018-03-01
67000,2018-03-01
28000,2018-03-01
45000,2018-03-01
16500,2018-03-01
27000,2018-03-01
155000,2018-03-01
135000,2018-03-01
58000,2018-03-01
186000,2018-03-01
26000,2018-03-01
52000,2018-03-01
200000,2018-03-01
90000,2018-03-01
120000,2018-03-01
116500,2018-03-01
160000,2018-03-01
59000,2018-03-01
194000,2018-03-01
56892,2018-03-01
75000,2018-03-01
78000,2018-03-01
74500,2018-03-01
45000,2018-03-01
94000,2018-03-01
36000,2018-03-01
80000,2018-03-01
80000,2018-03-01
47000,2018-03-01
65000,2018-03-01
88000,2018-03-01
180000,2018-03-01
110000,2018-03-01
70000,2018-03-01
30756,2018-03-01
30000,2018-03-01
79000,2018-03-01
85000,2018-03-01
100000,2018-03-01
143000,2018-03-01
23920,2018-03-01
147000,2018-03-01
65000,2018-03-01
80000,2018-03-01
308000,2018-03-01
55000,2018-03-01
70480,2018-03-01
42000,2018-03-01
151000,2018-03-01
72000,2018-03-01
156000,2018-03-01
110000,2018-03-01
9384,2018-03-01
172000,2018-03-01
65000,2018-03-01
80000,2018-03-01
270000,2018-03-01
175000,2018-03-01
160000,2018-03-01
95000,2018-03-01
72000,2018-03-01
109000,2018-03-01
375000,2018-03-01
62000,2018-03-01
70000,2018-03-01
40000,2018-03-01
68000,2018-03-01
46000,2018-03-01
32000,2018-03-01
71500,2018-03-01
57559,2018-03-01
25000,2018-03-01
120000,2018-03-01
59880,2018-03-01
75000,2018-03-01
46000,2018-03-01
72000,2018-03-01
43000,2018-03-01
7200,2018-03-01
85000,2018-03-01
13092,2018-03-01
60000,2018-03-01
0,2018-03-01
92000,2018-03-01
32000,2018-03-01
57000,2018-03-01
35000,2018-03-01
140000,2018-03-01
120000,2018-03-01
75000,2018-03-01
25000,2018-03-01
84000,2018-03-01
60000,2018-03-01
58000,2018-03-01
46000,2018-03-01
32000,2018-03-01
82000,2018-03-01
94000,2018-03-01
120000,2018-03-01
83000,2018-03-01
83980,2018-03-01
47000,2018-03-01
100000,2018-03-01
54565,2018-03-01
159000,2018-03-01
76000,2018-03-01
90000,2018-03-01
135000,2018-03-01
35000,2018-03-01
30000,2018-03-01
80000,2018-03-01
140000,2018-03-01
131000,2018-03-01
30000,2018-03-01
77000,2018-03-01
25800,2018-03-01
248000,2018-03-01
50000,2018-03-01
116000,2018-03-01
35000,2018-03-01
73000,2018-03-01
112000,2018-03-01
35000,2018-03-01
40000,2018-03-01
22000,2018-03-01
106000,2018-03-01
48300,2018-03-01
106000,2018-03-01
93000,2018-03-01
155000,2018-03-01
41000,2018-03-01
18000,2018-03-01
88000,2018-03-01
175000,2018-03-01
66000,2018-03-01
140000,2018-03-01
106000,2018-03-01
30000,2018-03-01
35000,2018-03-01
70000,2018-03-01
50000,2018-03-01
45000,2018-03-01
95000,2018-03-01
48000,2018-03-01
50000,2018-03-01
125000,2018-03-01
72800,2018-03-01
64000,2018-03-01
53000,2018-03-01
13000,2018-03-01
70000,2018-03-01
94000,2018-03-01
64992,2018-03-01
45000,2018-03-01
250000,2018-03-01
78000,2018-03-01
70000,2018-03-01
60000,2018-03-01
44000,2018-03-01
50000,2018-03-01
60000,2018-03-01
51000,2018-03-01
45000,2018-03-01
80000,2018-03-01
9000,2018-03-01
56403,2018-03-01
100000,2018-03-01
85000,2018-03-01
70000,2018-03-01
78000,2018-03-01
95000,2018-03-01
30638,2018-03-01
30000,2018-03-01
83000,2018-03-01
46178.74,2018-03-01
60000,2018-03-01
80000,2018-03-01
94000,2018-03-01
24000,2018-03-01
72000,2018-03-01
80000,2018-03-01
95000,2018-03-01
300000,2018-03-01
154400,2018-03-01
245000,2018-03-01
56000,2018-03-01
40000,2018-03-01
19428,2018-03-01
48797,2018-03-01
17400,2018-03-01
54000,2018-03-01
53000,2018-03-01
110000,2018-03-01
26808,2018-03-01
51000,2018-03-01
17991,2018-03-01
60000,2018-03-01
26200,2018-03-01
80000,2018-03-01
60000,2018-03-01
90000,2018-03-01
72000,2018-03-01
35000,2018-03-01
54101,2018-03-01
90000,2018-03-01
37460,2018-03-01
204000,2018-03-01
118000,2018-03-01
48000,2018-03-01
70200,2018-03-01
59523,2018-03-01
22716,2018-03-01
50000,2018-03-01
135000,2018-03-01
125000,2018-03-01
44374,2018-03-01
69000,2018-03-01
120000,2018-03-01
60000,2018-03-01
108103,2018-03-01
72000,2018-03-01
90000,2018-03-01
145000,2018-03-01
23000,2018-03-01
50000,2018-03-01
48000,2018-03-01
64000,2018-03-01
800000,2018-03-01
116000,2018-03-01
85000,2018-03-01
52000,2018-03-01
105000,2018-03-01
60000,2018-03-01
35600,2018-03-01
58000,2018-03-01
48000,2018-03-01
70000,2018-03-01
114000,2018-03-01
84000,2018-03-01
59000,2018-03-01
70800,2018-03-01
26000,2018-03-01
120000,2018-03-01
70000,2018-03-01
18000,2018-03-01
59000,2018-03-01
16000,2018-03-01
110000,2018-03-01
28800,2018-03-01
146000,2018-03-01
28000,2018-03-01
86520,2018-03-01
30000,2018-03-01
68400,2018-03-01
65000,2018-03-01
64992,2018-03-01
125000,2018-03-01
68000,2018-03-01
34000,2018-03-01
35000,2018-03-01
95000,2018-03-01
60000,2018-03-01
30000,2018-03-01
225000,2018-03-01
56316,2018-03-01
93000,2018-03-01
125000,2018-03-01
55000,2018-03-01
90000,2018-03-01
67000,2018-03-01
40000,2018-03-01
600000,2018-03-01
57820,2018-03-01
73223,2018-03-01
40000,2018-03-01
35000,2018-03-01
145000,2018-03-01
12792,2018-03-01
14364,2018-03-01
12948,2018-03-01
51000,2018-03-01
78000,2018-03-01
107000,2018-03-01
80000,2018-03-01
70000,2018-03-01
63654,2018-03-01
84000,2018-03-01
68000,2018-03-01
140000,2018-03-01
41600,2018-03-01
50000,2018-03-01
152000,2018-03-01
48000,2018-03-01
125000,2018-03-01
52000,2018-03-01
80000,2018-03-01
120000,2018-03-01
96000,2018-03-01
96000,2018-03-01
27200,2018-03-01
16000,2018-03-01
101000,2018-03-01
60000,2018-03-01
160000,2018-03-01
75000,2018-03-01
43000,2018-03-01
54796.86,2018-03-01
40000,2018-03-01
222000,2018-03-01
100000,2018-03-01
183600,2018-03-01
92000,2018-03-01
36000,2018-03-01
175000,2018-03-01
145000,2018-03-01
45000,2018-03-01
34000,2018-03-01
52000,2018-03-01
141500,2018-03-01
130800,2018-03-01
33000,2018-03-01
37000,2018-03-01
23000,2018-03-01
175933,2018-03-01
16476,2018-03-01
58000,2018-03-01
102500,2018-03-01
180000,2018-03-01
28000,2018-03-01
96000,2018-03-01
120000,2018-03-01
117000,2018-03-01
32000,2018-03-01
23000,2018-03-01
120000,2018-03-01
60000,2018-03-01
75000,2018-03-01
92000,2018-03-01
55000,2018-03-01
45520,2018-03-01
35000,2018-03-01
75000,2018-03-01
8700,2018-03-01
76453,2018-03-01
23000,2018-03-01
80000,2018-03-01
28992,2018-03-01
46053,2018-03-01
265000,2018-03-01
115000,2018-03-01
43077,2018-03-01
62000,2018-03-01
102000,2018-03-01
36480,2018-03-01
98000,2018-03-01
66636,2018-03-01
32000,2018-03-01
101000,2018-03-01
92500,2018-03-01
98000,2018-03-01
25000,2018-03-01
86000,2018-03-01
120000,2018-03-01
36000,2018-03-01
48000,2018-03-01
40000,2018-03-01
75000,2018-03-01
150000,2018-03-01
47000,2018-03-01
65000,2018-03-01
61000,2018-03-01
107465,2018-03-01
57000,2018-03-01
160000,2018-03-01
96000,2018-03-01
42000,2018-03-01
64392,2018-03-01
100000,2018-03-01
75000,2018-03-01
74000,2018-03-01
56000,2018-03-01
60000,2018-03-01
82000,2018-03-01
82000,2018-03-01
65000,2018-03-01
78400,2018-03-01
55000,2018-03-01
40000,2018-03-01
13685,2018-03-01
117000,2018-03-01
40000,2018-03-01
43000,2018-03-01
90000,2018-03-01
46000,2018-03-01
51000,2018-03-01
92400,2018-03-01
71000,2018-03-01
22080,2018-03-01
104000,2018-03-01
55000,2018-03-01
75000,2018-03-01
55000,2018-03-01
24000,2018-03-01
40000,2018-03-01
64000,2018-03-01
51000,2018-03-01
24300,2018-03-01
52000,2018-03-01
27000,2018-03-01
14425,2018-03-01
20400,2018-03-01
150000,2018-03-01
60000,2018-03-01
74000,2018-03-01
85000,2018-03-01
87000,2018-03-01
76000,2018-03-01
100000,2018-03-01
52900,2018-03-01
168375,2018-03-01
49000,2018-03-01
19000,2018-03-01
105000,2018-03-01
65000,2018-03-01
86700,2018-03-01
200000,2018-03-01
31000,2018-03-01
107000,2018-03-01
26000,2018-03-01
32000,2018-03-01
10908,2018-03-01
100000,2018-03-01
49200,2018-03-01
50000,2018-03-01
93000,2018-03-01
49200,2018-03-01
155000,2018-03-01
55308,2018-03-01
15600,2018-03-01
80000,2018-03-01
60000,2018-03-01
61000,2018-03-01
22000,2018-03-01
101234,2018-03-01
99000,2018-03-01
275000,2018-03-01
160000,2018-03-01
37000,2018-03-01
36000,2018-03-01
110000,2018-03-01
36000,2018-03-01
105000,2018-03-01
166000,2018-03-01
122000,2018-03-01
55000,2018-03-01
64000,2018-03-01
25000,2018-03-01
30000,2018-03-01
35000,2018-03-01
20000,2018-03-01
63000,2018-03-01
55000,2018-03-01
105000,2018-03-01
125000,2018-03-01
90000,2018-03-01
40000,2018-03-01
40000,2018-03-01
60000,2018-03-01
132000,2018-03-01
125750,2018-03-01
35000,2018-03-01
22800,2018-03-01
75000,2018-03-01
92000,2018-03-01
165000,2018-03-01
39915,2018-03-01
65000,2018-03-01
65000,2018-03-01
92000,2018-03-01
38400,2018-03-01
100000,2018-03-01
66000,2018-03-01
170000,2018-03-01
44000,2018-03-01
1100000,2018-03-01
53330,2018-03-01
130000,2018-03-01
51089,2018-03-01
60000,2018-03-01
40000,2018-03-01
97100,2018-03-01
89000,2018-03-01
110000,2018-03-01
121000,2018-03-01
150000,2018-03-01
95000,2018-03-01
51000,2018-03-01
42500,2018-03-01
80000,2018-03-01
120000,2018-03-01
34451,2018-03-01
95000,2018-03-01
53000,2018-03-01
186000,2018-03-01
47016,2018-03-01
60000,2018-03-01
55000,2018-03-01
30000,2018-03-01
30000,2018-03-01
69885,2018-03-01
80000,2018-03-01
25000,2018-03-01
56000,2018-03-01
40000,2018-03-01
91000,2018-03-01
25000,2018-03-01
41000,2018-03-01
37000,2018-03-01
122000,2018-03-01
35000,2018-03-01
31600,2018-03-01
28000,2018-03-01
110000,2018-03-01
84000,2018-03-01
63932,2018-03-01
78000,2018-03-01
93145,2018-03-01
120600,2018-03-01
39520,2018-03-01
100000,2018-03-01
130000,2018-03-01
45000,2018-03-01
52500,2018-03-01
50000,2018-03-01
35000,2018-03-01
33024,2018-03-01
37000,2018-03-01
66000,2018-03-01
68000,2018-03-01
70000,2018-03-01
110000,2018-03-01
185000,2018-03-01
60600,2018-03-01
85000,2018-03-01
15000,2018-03-01
100000,2018-03-01
90000,2018-03-01
19884,2018-03-01
50000,2018-03-01
12000,2018-03-01
111890,2018-03-01
77000,2018-03-01
110000,2018-03-01
100000,2018-03-01
150000,2018-03-01
360000,2018-03-01
355000,2018-03-01
36000,2018-03-01
49620,2018-03-01
102000,2018-03-01
40500,2018-03-01
174350,2018-03-01
90533,2018-03-01
140000,2018-03-01
38500,2018-03-01
104000,2018-03-01
30000,2018-03-01
130000,2018-03-01
27300,2018-03-01
11124,2018-03-01
43700,2018-03-01
141894,2018-03-01
52000,2018-03-01
110000,2018-03-01
60000,2018-03-01
24000,2018-03-01
55000,2018-03-01
98000,2018-03-01
60000,2018-03-01
60000,2018-03-01
71000,2018-03-01
70000,2018-03-01
34000,2018-03-01
55000,2018-03-01
180000,2018-03-01
104000,2018-03-01
33300,2018-03-01
102000,2018-03-01
12000,2018-03-01
51180,2018-03-01
68000,2018-03-01
138000,2018-03-01
56688,2018-03-01
38000,2018-03-01
50000,2018-03-01
120000,2018-03-01
95000,2018-03-01
81000,2018-03-01
15000,2018-03-01
52000,2018-03-01
70000,2018-03-01
41000,2018-03-01
60000,2018-03-01
122000,2018-03-01
49000,2018-03-01
64000,2018-03-01
35000,2018-03-01
26000,2018-03-01
90000,2018-03-01
45000,2018-03-01
26000,2018-03-01
85000,2018-03-01
22560,2018-03-01
124702,2018-03-01
100000,2018-03-01
46000,2018-03-01
50000,2018-03-01
110000,2018-03-01
350000,2018-03-01
61000,2018-03-01
45000,2018-03-01
80000,2018-03-01
40000,2018-03-01
42640,2018-03-01
82000,2018-03-01
55000,2018-03-01
35000,2018-03-01
61000,2018-03-01
57000,2018-03-01
71000,2018-03-01
80000,2018-03-01
100000,2018-03-01
102000,2018-03-01
86000,2018-03-01
50000,2018-03-01
90000,2018-03-01
69000,2018-03-01
27000,2018-03-01
50000,2018-03-01
76000,2018-03-01
60000,2018-03-01
36000,2018-03-01
52000,2018-03-01
92543,2018-03-01
63000,2018-03-01
31200,2018-03-01
38000,2018-03-01
90000,2018-03-01
73604,2018-03-01
29180,2018-03-01
27000,2018-03-01
150000,2018-03-01
24000,2018-03-01
87945,2018-03-01
173000,2018-03-01
33000,2018-03-01
85000,2018-03-01
43000,2018-03-01
67000,2018-03-01
131000,2018-03-01
60000,2018-03-01
95500,2018-03-01
55000,2018-03-01
36655,2018-03-01
41000,2018-03-01
87996,2018-03-01
38000,2018-03-01
430000,2018-03-01
48000,2018-03-01
55000,2018-03-01
60000,2018-03-01
170000,2018-03-01
37000,2018-03-01
33000,2018-03-01
45000,2018-03-01
150000,2018-03-01
16600,2018-03-01
72000,2018-03-01
43176,2018-03-01
380000,2018-03-01
42000,2018-03-01
63400,2018-03-01
22000,2018-03-01
27200,2018-03-01
51000,2018-03-01
27109,2018-03-01
310000,2018-03-01
68000,2018-03-01
66000,2018-03-01
31200,2018-03-01
33000,2018-03-01
60000,2018-03-01
89000,2018-03-01
80000,2018-03-01
92000,2018-03-01
88400,2018-03-01
40000,2018-03-01
46321,2018-03-01
125000,2018-03-01
63373,2018-03-01
34000,2018-03-01
49770,2018-03-01
48000,2018-03-01
21118,2018-03-01
80000,2018-03-01
132000,2018-03-01
38000,2018-03-01
30000,2018-03-01
133000,2018-03-01
88500,2018-03-01
235000,2018-03-01
33000,2018-03-01
63000,2018-03-01
12000,2018-03-01
70000,2018-03-01
525000,2018-03-01
80000,2018-03-01
85000,2018-03-01
25000,2018-03-01
90000,2018-03-01
15000,2018-03-01
39000,2018-03-01
79000,2018-03-01
31000,2018-03-01
75000,2018-03-01
36000,2018-03-01
130000,2018-03-01
26000,2018-03-01
172000,2018-03-01
27000,2018-03-01
80000,2018-03-01
70000,2018-03-01
27000,2018-03-01
128000,2018-03-01
51000,2018-03-01
45000,2018-03-01
52457,2018-03-01
93006,2018-03-01
60000,2018-03-01
50000,2018-03-01
150000,2018-03-01
120000,2018-03-01
115000,2018-03-01
51000,2018-03-01
76000,2018-03-01
45000,2018-03-01
29000,2018-03-01
35000,2018-03-01
45000,2018-03-01
37970,2018-03-01
65000,2018-03-01
113000,2018-03-01
700000,2018-03-01
25000,2018-03-01
109000,2018-03-01
73000,2018-03-01
92000,2018-03-01
55000,2018-03-01
185000,2018-03-01
12516,2018-03-01
52200,2018-03-01
65000,2018-03-01
389000,2018-03-01
25000,2018-03-01
400000,2018-03-01
33072,2018-03-01
46800,2018-03-01
65000,2018-03-01
41083.64,2018-03-01
43000,2018-03-01
37650,2018-03-01
95000,2018-03-01
40000,2018-03-01
60000,2018-03-01
450000,2018-03-01
47000,2018-03-01
45000,2018-03-01
44346,2018-03-01
71000,2018-03-01
29000,2018-03-01
57000,2018-03-01
189000,2018-03-01
114000,2018-03-01
12144,2018-03-01
104000,2018-03-01
315000,2018-03-01
80000,2018-03-01
45000,2018-03-01
64000,2018-03-01
38000,2018-03-01
77000,2018-03-01
50000,2018-03-01
450000,2018-03-01
120588,2018-03-01
67000,2018-03-01
75000,2018-03-01
34000,2018-03-01
72500,2018-03-01
48000,2018-03-01
47000,2018-03-01
55000,2018-03-01
68000,2018-03-01
110000,2018-03-01
208000,2018-03-01
75150,2018-03-01
45000,2018-03-01
37000,2018-03-01
41600,2018-03-01
53000,2018-03-01
75000,2018-03-01
87500,2018-03-01
90000,2018-03-01
63000,2018-03-01
47592,2018-03-01
56650,2018-03-01
49000,2018-03-01
31000,2018-03-01
65000,2018-03-01
77600,2018-03-01
38000,2018-03-01
40000,2018-03-01
99000,2018-03-01
80000,2018-03-01
101000,2018-03-01
48000,2018-03-01
54000,2018-03-01
